n_edges,d_median,d_p75,d_p90,u_R_median,u_R_p75,u_R_p90,share_u_R_le_0p10,share_u_R_le_0p25,share_u_R_le_0p33,share_u_R_le_0p50,share_u_R_le_1p00,share_u_R_le_1p50,share_u_R_le_2p00
10551,0.2813427516209821,0.4569034008456901,0.6478497088075175,1.0291325672407767,1.6938552289258404,2.4047778256278565,0.8763056238530362,4.829628875351772,8.816308939433876,20.008991121663005,48.55090646720491,69.67711593586537,83.05566624640952
