K,seed,bic_rep,aic_rep,log_lik_rep,bic_w,aic_w,log_lik_w,n_eff,flow_within,flow_between,min_sys_frac,silhouette,n_edges,n_params,converged
5,16,300948.96066346345,300332.5626746478,-150092.2813373239,3244.139073659251,2822.0430241436566,-1337.0215120718283,2217.200557812128,60.1262327763761,39.8737672236239,7.264850210992035,,10551,74,True
5,17,302021.83362277783,301405.43563396216,-150628.71781698108,3254.579210404799,2832.4831608892046,-1342.2415804446023,2217.200557812128,56.6984169818148,43.3015830181852,5.27382303846435,,10551,74,True
5,18,300947.73618005775,300331.3381912421,-150091.66909562104,3244.1117005076017,2822.015650992007,-1337.0078254960035,2217.200557812128,60.12623277637608,39.87376722362392,7.264850210992035,,10551,74,True
5,19,300948.48621292063,300332.08822410495,-150092.04411205248,3244.1332575723413,2822.0372080567467,-1337.0186040283734,2217.200557812128,60.126232776376085,39.873767223623915,7.264850210992035,,10551,74,True
6,0,298826.12470295944,298084.78117587033,-148953.39058793517,3337.211840318941,2829.5557807664018,-1325.7778903832009,2217.200557812128,44.29134714381773,55.70865285618227,8.036834927409947,,10551,89,True
6,1,298819.4966715862,298078.1531444971,-148950.07657224854,3337.044547853399,2829.3884883008595,-1325.6942441504298,2217.200557812128,43.22332058392258,56.77667941607743,8.66727258408232,,10551,89,True
6,2,298825.81906455616,298084.47553746705,-148953.23776873352,3337.1133735955527,2829.4573140430134,-1325.7286570215067,2217.200557812128,43.25459602961619,56.74540397038381,8.667272584082319,,10551,89,True
6,3,298820.964169835,298079.62064274587,-148950.81032137293,3337.175964369659,2829.51990481712,-1325.75995240856,2217.200557812128,44.3673844417409,55.63261555825909,8.036834927409949,,10551,89,True
6,4,298809.5729147836,298068.2293876945,-148945.11469384725,3337.134633818241,2829.478574265702,-1325.739287132851,2217.200557812128,46.03420551724871,53.96579448275129,8.036834927409949,,10551,89,True
6,5,298824.4055323226,298083.0620052335,-148952.53100261674,3337.1792532906247,2829.5231937380854,-1325.7615968690427,2217.200557812128,44.524326939638485,55.475673060361515,8.036834927409947,,10551,89,True
6,6,298832.7467271981,298091.40320010897,-148956.70160005448,3337.3469460947213,2829.690886542182,-1325.845443271091,2217.200557812128,44.29134714381773,55.70865285618227,8.036834927409947,,10551,89,True
6,7,298830.099595769,298088.7560686799,-148955.37803433996,3337.3830599003854,2829.727000347846,-1325.863500173923,2217.200557812128,44.823555886311134,55.17644411368887,8.036834927409949,,10551,89,True
6,8,298173.9530072401,297432.609480151,-148627.3047400755,3334.3284666851046,2826.6724071325652,-1324.3362035662826,2217.200557812128,47.85087806613742,52.14912193386259,2.7374390780244138,,10551,89,True
6,9,298834.52248051064,298093.17895342153,-148957.58947671077,3337.194673676447,2829.538614123908,-1325.769307061954,2217.200557812128,43.254596029616195,56.74540397038381,8.667272584082319,,10551,89,True
6,10,300280.83985215036,299539.49632506125,-149680.74816253062,3352.3873167268916,2844.7312571743523,-1333.3656285871762,2217.200557812128,45.434956993611785,54.565043006388215,8.304912736736982,,10551,89,True
6,11,298822.4630785789,298081.11955148977,-148951.55977574488,3337.07578712251,2829.4197275699707,-1325.7098637849854,2217.200557812128,43.31963955805126,56.68036044194875,8.66727258408232,,10551,89,True
6,12,298837.28026774595,298095.93674065685,-148958.96837032842,3337.4529588518776,2829.7968992993383,-1325.8984496496691,2217.200557812128,44.823555886311134,55.17644411368887,8.036834927409949,,10551,89,True
6,13,298846.02724828856,298104.68372119946,-148963.34186059973,3337.535824768936,2829.8797652163967,-1325.9398826081983,2217.200557812128,44.751664373261235,55.248335626738765,8.036834927409949,,10551,89,True
6,14,298830.01879300934,298088.67526592023,-148955.33763296012,3337.3879277023684,2829.731868149829,-1325.8659340749145,2217.200557812128,44.50263695529217,55.497363044707825,8.03683492740995,,10551,89,True
6,15,298836.82124243956,298095.47771535045,-148958.73885767523,3337.401055918554,2829.7449963660147,-1325.8724981830073,2217.200557812128,44.229306029383956,55.77069397061605,8.036834927409949,,10551,89,True
6,16,297248.81728301174,296507.47375592263,-148164.73687796132,3325.8147508341717,2818.1586912816324,-1320.0793456408162,2217.200557812128,53.83653721926399,46.16346278073601,2.7538010273263946,,10551,89,True
6,17,298824.25400592666,298082.91047883756,-148952.45523941878,3337.180609288939,2829.5245497364,-1325.7622748682,2217.200557812128,44.65363589059676,55.34636410940323,8.036834927409947,,10551,89,True
6,18,298209.7796178751,297468.436090786,-148645.218045393,3334.6588153965863,2827.002755844047,-1324.5013779220235,2217.200557812128,47.85343867667099,52.14656132332901,2.7374390780244138,,10551,89,True
6,19,298094.2840058093,297352.9404787202,-148587.4702393601,3333.7365140864927,2826.0804545339533,-1324.0402272669767,2217.200557812128,48.17019844777675,51.82980155222325,2.7374390780244138,,10551,89,True
